Type                                  Module                      Label             Process   
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationLoose"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtLoose"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngLoose"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationLoose"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTrackerMuonArbitrated"   "RECO"    
edm::ValueMap<double>                 "gedElPFIsoValueCharged03"   ""                "RECO"    
edm::ValueMap<double>                 "gedElPFIsoValueChargedAll03"   ""                "RECO"    
edm::ValueMap<double>                 "gedElPFIsoValueGamma03"    ""                "RECO"    
edm::ValueMap<double>                 "gedElPFIsoValueNeutral03"   ""                "RECO"    
edm::ValueMap<double>                 "gedElPFIsoValuePU03"       ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueCharged03"     ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueCharged04"     ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueChargedAll03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueChargedAll04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueGamma03"       ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueGamma04"       ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueGammaHighThreshold03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueGammaHighThreshold04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueNeutral03"     ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueNeutral04"     ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueNeutralHighThreshold03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValueNeutralHighThreshold04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValuePU03"          ""                "RECO"    
edm::ValueMap<double>                 "muPFIsoValuePU04"          ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueCharged03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueCharged04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueChargedAll03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueChargedAll04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueGamma03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueGamma04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueGammaHighThreshold03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueGammaHighThreshold04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueNeutral03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueNeutral04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueNeutralHighThreshold03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueNeutralHighThreshold04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValuePU03"    ""                "RECO"    
edm::ValueMap<double>                 "muPFMeanDRIsoValuePU04"    ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueCharged03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueCharged04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueChargedAll03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueChargedAll04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueGamma03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueGamma04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueGammaHighThreshold03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueGammaHighThreshold04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueNeutral03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueNeutral04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueNeutralHighThreshold03"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValueNeutralHighThreshold04"   ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValuePU03"     ""                "RECO"    
edm::ValueMap<double>                 "muPFSumDRIsoValuePU04"     ""                "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueCharged03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueCharged04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueChargedAll03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueChargedAll04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGamma03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGamma04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGammaHighThreshold03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGammaHighThreshold04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutral03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutral04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutralHighThreshold03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutralHighThreshold04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValuePU03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValuePU04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU04"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationEBEE"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationEBEE"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationES"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationES"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "conversionTrackCandidates"   "inOutTrackCandidateSCAssociationCollection"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "uncleanedOnlyConversionTrackCandidates"   "inOutTrackCandidateSCAssociationCollection"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "ckfInOutTracksFromConversions"   "inOutTrackSCAssociationCollection"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "uncleanedOnlyCkfInOutTracksFromConversions"   "inOutTrackSCAssociationCollection"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "conversionTrackCandidates"   "outInTrackCandidateSCAssociationCollection"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "uncleanedOnlyConversionTrackCandidates"   "outInTrackCandidateSCAssociationCollection"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "ckfOutInTracksFromConversions"   "outInTrackSCAssociationCollection"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "uncleanedOnlyCkfOutInTracksFromConversions"   "outInTrackSCAssociationCollection"   "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "all"             "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "electrons"       "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "muons"           "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "photons"         "RECO"    
edm::ValueMap<edm::Ref<vector<reco::GsfElectron>,reco::GsfElectron,edm::refhelper::FindUsingAdvance<vector<reco::GsfElectron>,reco::GsfElectron> > >    "gedGsfElectronsTmp"        ""                "RECO"    
edm::ValueMap<edm::Ref<vector<reco::Muon>,reco::Muon,edm::refhelper::FindUsingAdvance<vector<reco::Muon>,reco::Muon> > >    "muons"                     "muons1stStep2muonsMap"   "RECO"    
edm::ValueMap<edm::Ref<vector<reco::Photon>,reco::Photon,edm::refhelper::FindUsingAdvance<vector<reco::Photon>,reco::Photon> > >    "gedPhotons"                "valMapPFEgammaCandToPhoton"   "RECO"    
edm::ValueMap<edm::Ref<vector<reco::Photon>,reco::Photon,edm::refhelper::FindUsingAdvance<vector<reco::Photon>,reco::Photon> > >    "gedPhotonsTmp"             "valMapPFEgammaCandToPhoton"   "RECO"    
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "lowPtGsfElectronSeeds"     ""                "RECO"    
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "trackerDrivenElectronSeeds"   "preid"           "RECO"    
edm::ValueMap<edm::Ref<vector<reco::SuperCluster>,reco::SuperCluster,edm::refhelper::FindUsingAdvance<vector<reco::SuperCluster>,reco::SuperCluster> > >    "lowPtGsfElectronSuperClusters"   ""                "RECO"    
edm::ValueMap<float>                  "JPTeidTight"               ""                "RECO"    
edm::ValueMap<float>                  "ak8PFJetsCHSSoftDropMass"   ""                "RECO"    
edm::ValueMap<float>                  "eidLoose"                  ""                "RECO"    
edm::ValueMap<float>                  "eidRobustHighEnergy"       ""                "RECO"    
edm::ValueMap<float>                  "eidRobustLoose"            ""                "RECO"    
edm::ValueMap<float>                  "eidRobustTight"            ""                "RECO"    
edm::ValueMap<float>                  "eidTight"                  ""                "RECO"    
edm::ValueMap<float>                  "electronEcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "electronHcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "firstStepPrimaryVertices"   ""                "RECO"    
edm::ValueMap<float>                  "lowPtGsfElectronID"        ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVerticesWithBS"   ""                "RECO"    
edm::ValueMap<float>                  "ootPhotonEcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "ootPhotonHcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "photonEcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "photonHcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "convStepSelector"          "MVAVals"         "RECO"    
edm::ValueMap<float>                  "conversionStepTracks"      "MVAVals"         "RECO"    
edm::ValueMap<float>                  "egmElectronIsolationCITK"   "gamma-DR030-"    "RECO"    
edm::ValueMap<float>                  "egmPhotonIsolationCITK"    "gamma-DR030-"    "RECO"    
edm::ValueMap<float>                  "egmGedGsfElectronPFNoPileUpIsolation"   "gamma-DR030-BarVeto000-EndVeto008"   "RECO"    
edm::ValueMap<float>                  "egmElectronIsolationCITK"   "h+-DR030-"       "RECO"    
edm::ValueMap<float>                  "egmElectronIsolationPileUpCITK"   "h+-DR030-"       "RECO"    
edm::ValueMap<float>                  "egmPhotonIsolationCITK"    "h+-DR030-"       "RECO"    
edm::ValueMap<float>                  "egmGedGsfElectronPFNoPileUpIsolation"   "h+-DR030-BarVeto000-EndVeto001"   "RECO"    
edm::ValueMap<float>                  "egmGedGsfElectronPFPileUpIsolation"   "h+-DR030-BarVeto000-EndVeto001"   "RECO"    
edm::ValueMap<float>                  "egmElectronIsolationCITK"   "h0-DR030-"       "RECO"    
edm::ValueMap<float>                  "egmPhotonIsolationCITK"    "h0-DR030-"       "RECO"    
edm::ValueMap<float>                  "egmGedGsfElectronPFNoPileUpIsolation"   "h0-DR030-BarVeto000-EndVeto000"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoChargedIsolation"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoESEffSigmaRR"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoEcalPFClIsolation"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E1x3"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E1x3byE5x5"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E2x2"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E2x2byE5x5"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E2x5Max"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E2x5byE5x5"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E5x5"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5SigmaIEtaIEta"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5SigmaIEtaIPhi"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoHcalPFClIsolation"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoNeutralHadronIsolation"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoPhotonIsolation"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoTrkIsolation"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoWorstChargedIsolation"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoWorstChargedIsolationConeVeto"   "RECO"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoWorstChargedIsolationConeVetoPVConstr"   "RECO"    
edm::ValueMap<float>                  "lowPtGsfElectronSeedValueMaps"   "ptbiased"        "RECO"    
edm::ValueMap<float>                  "lowPtGsfElectronSeedValueMaps"   "unbiased"        "RECO"    
edm::ValueMap<int>                    "firstStepPrimaryVertices"   ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVertices"    ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVerticesWithBS"   ""                "RECO"    
edm::ValueMap<int>                    "convStepSelector"          "convStep"        "RECO"    
edm::ValueMap<int>                    "convStepSelector"          "convStepLoose"   "RECO"    
edm::ValueMap<int>                    "convStepSelector"          "convStepTight"   "RECO"    
edm::ValueMap<int>                    "dedxHitInfo"               "prescale"        "RECO"    
edm::ValueMap<reco::CastorJetID>      "ak5CastorJetID"            ""                "RECO"    
edm::ValueMap<reco::CastorJetID>      "ak7CastorJetID"            ""                "RECO"    
edm::ValueMap<reco::DYTInfo>          "tevMuons"                  "dytInfo"         "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxHarmonic2"             ""                "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxPixelAndStripHarmonic2T085"   ""                "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxPixelHarmonic2"        ""                "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxTruncated40"           ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositCharged"   ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositChargedAll"   ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositGamma"    ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositNeutral"   ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositPU"       ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositJets"          ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositTk"            ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositCharged"     ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositChargedAll"   ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositGamma"       ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositNeutral"     ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositPU"          ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ecal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "ecal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "ecal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "hcal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "hcal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "hcal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ho"              "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "ho"              "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "ho"              "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "jets"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "muIsoDepositJets"   "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "muIsoDepositTk"   "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "tracker"         "RECO"    
edm::ValueMap<reco::JetID>            "ak4JetID"                  ""                "RECO"    
edm::ValueMap<reco::MuonCosmicCompatibility>    "cosmicsVeto"               ""                "RECO"    
edm::ValueMap<reco::MuonCosmicCompatibility>    "muons"                     "cosmicsVeto"     "RECO"    
edm::ValueMap<reco::MuonMETCorrectionData>    "muonMETValueMapProducer"   "muCorrData"      "RECO"    
edm::ValueMap<reco::MuonQuality>      "glbTrackQual"              ""                "RECO"    
edm::ValueMap<reco::MuonShower>       "muonShowerInformation"     ""                "RECO"    
edm::ValueMap<reco::MuonShower>       "muons"                     "muonShowerInformation"   "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyDisplacedMuons"       "combined"        "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyMuons"                "combined"        "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "combined"        "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "combined"        "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics"          "combined"        "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics1Leg"      "combined"        "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyDisplacedMuons"       "csc"             "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyMuons"                "csc"             "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "csc"             "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "csc"             "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics"          "csc"             "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics1Leg"      "csc"             "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyDisplacedMuons"       "dt"              "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyMuons"                "dt"              "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "dt"              "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "dt"              "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics"          "dt"              "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics1Leg"      "dt"              "RECO"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedGsfElectrons"   "RECO"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolationTmp"   "gedGsfElectronsTmp"   "RECO"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedPhotons"      "RECO"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolationTmp"   "gedPhotonsTmp"   "RECO"    
edm::ValueMap<unsigned int>           "cosmicsVeto"               ""                "RECO"    
edm::ValueMap<unsigned int>           "muons"                     "cosmicsVeto"     "RECO"    
edmNew::DetSetVector<PixelFEDChannel>    "siPixelDigis"              ""                "RECO"    
edmNew::DetSetVector<SiPixelCluster>    "muonReducedTrackExtras"    ""                "RECO"    
edmNew::DetSetVector<SiPixelCluster>    "siPixelClusters"           ""                "RECO"    
edmNew::DetSetVector<SiPixelCluster>    "siPixelClustersPreSplitting"   ""                "RECO"    
edmNew::DetSetVector<SiPixelRecHit>    "siPixelRecHits"            ""                "RECO"    
edmNew::DetSetVector<SiPixelRecHit>    "siPixelRecHitsPreSplitting"   ""                "RECO"    
edmNew::DetSetVector<SiStripCluster>    "muonReducedTrackExtras"    ""                "RECO"    
edmNew::DetSetVector<SiStripCluster>    "siStripClusters"           ""                "RECO"    
edmNew::DetSetVector<SiStripMatchedRecHit2D>    "siStripMatchedRecHits"     "matchedRecHit"   "RECO"    
edmNew::DetSetVector<SiStripRecHit2D>    "siStripMatchedRecHits"     "rphiRecHit"      "RECO"    
edmNew::DetSetVector<SiStripRecHit2D>    "siStripMatchedRecHits"     "rphiRecHitUnmatched"   "RECO"    
edmNew::DetSetVector<SiStripRecHit2D>    "siStripMatchedRecHits"     "stereoRecHit"    "RECO"    
edmNew::DetSetVector<SiStripRecHit2D>    "siStripMatchedRecHits"     "stereoRecHitUnmatched"   "RECO"    
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "RECO"    
reco::BeamSpot                        "offlineBeamSpot"           ""                "RECO"    
reco::BeamSpot                        "onlineMetaDataDigis"       ""                "RECO"    
reco::CSCHaloData                     "CSCHaloData"               ""                "RECO"    
reco::EcalHaloData                    "EcalHaloData"              ""                "RECO"    
reco::GlobalHaloData                  "GlobalHaloData"            ""                "RECO"    
reco::HcalHaloData                    "HcalHaloData"              ""                "RECO"    
reco::JetPiZeroAssociation            "ak4PFJetsLegacyHPSPiZeros"   ""                "RECO"    
reco::PFJetChargedHadronAssociation   "ak4PFJetsRecoTauChargedHadrons"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauChargedIsoPtSum"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauChargedIsoPtSumdR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDeadECALElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFinding"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingNewDMs"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingOldDMs"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWdR03oldDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWnewDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWoldDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseChargedIsolation"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3HitsdR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolation"   ""                "RECO"    
